ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
4jzr88nEdCM,30,40,"/m/04rlf,/m/0gywn","['male voclaist', 'fast tempo', 'groovy bass', 'indie pop', 'enthusiastic keyboard harmony', 'tambourine beats', 'synthesiser arrangement', 'infectious drumming', 'groovy basslines', 'alternative/indie', 'new music', 'compelling', 'enthusiastic', 'energetic', 'catchy beat']","A male vocalist sings this upbeat pop. The tempo is fast with synthesiser arrangements, hard hitting drums, groovy bass, tambourine beats ,keyboard harmony and choral harmony. The song is an upbeat, catchy , compelling, persuasive, enthusiastic and youthful Indie Pop.",7,False,False
4kKVGPDCIK8,30,40,"/m/02p0sh1,/m/02v2lh,/m/04rlf","['meditationmusic', 'male voice chanting', 'mid-range', 'synth pads', 'drones', 'plucks', 'slow tempo']","This song contains a male voice chanting a melody in the midrange while a synth is playing a drone full of overtones. Other synth pads are overlaying in a higher register while again other synth pluck sounds are playing a melody in a high key. This song may be playing in a meditation session.",6,False,False
4kyWH8eWP8M,30,40,"/m/0395lw","['church bells', 'slow']","church bells ringing together slowly.",8,False,False
4lcZkOMhKv8,330,340,"/m/01v1d8,/m/02lkt,/m/03mb9,/m/04rlf","['house music', 'male voices', 'effects on voices', 'synth sounds', 'programmed percussion', 'booming kick', 'moderate tempo', 'upbeat music']","This house music clip features a male voice in the beginning followed by a male voice that has been heavily processed. This is accompanied by programmed percussion with a booming kick  played on every count. After two bars, the snare is also played with the kick. Staccato synth notes are played on the 'one and' and the third count of each bar. The mood of this song is upbeat. This song can be played in a trance club.",0,False,False
4ls_8xIjBzM,150,160,"/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y","['instrumental', 'medium tempo', 'male voice speaking', 'demonstration', 'electric guitar', 'stringed instrument', 'amplified instrument', 'loud', 'clear', 'rich', 'deep', 'rock', 'hard rock', 'metal', 'heavy metal', 'pop', 'powerful', 'emphatic', 'intense', 'electric guitar lesson', 'electric guitar tutorial', 'learning electric guitar', 'electric guitar techniques', 'vibrations']","This music is instrumental. The tempo is medium with an electric guitar riff and the voice of a man giving instructions on electric guitar techniques. The music is loud, clear, amplified, vivid, emphatic and powerful. This is a tutorial/ lesson on electric guitar techniques.",7,False,False
4mC6K77Y_Ho,50,60,"/m/085jw,/m/0l14l2","['shofar music', 'religious music', 'instrumental', 'no voices', 'no other instruments', 'sound of battlecry']","This song features the sound of a shofar being played. The shofar plays a high pitch note and plays some broken notes in between. This song is an instrumental and has no voices. This instrument is played ar Jewish religious functions.",0,False,False
4o0bARRMYQ8,160,170,"/m/02mscn,/m/04rlf","['gospel', 'harmonized mixed choir vocals', 'mellow piano melody', 'smooth bass', 'soft crash cymbals', 'soft kick', 'soft snare', 'sustained strings melody', 'emotional', 'powerful', 'soulful', 'passionate']","The Gospel song features a harmonized mixed choir vocals singing over mellow piano melody, smooth bass, soft kick, snare and cymbals hits and sustained strings melody. It sounds passionate, emotional, powerful and soulful.",4,False,False
4q6e_ZDFOZI,30,40,"/m/04rlf,/t/dd00005","['female child vocal', 'jingle', 'strings', 'cello', 'wind chimes', 'male voice', 'spoken word', 'emotional', 'christmas']","This is a Christmas themed jingle piece. There is a little girl singing sentimentally at a medium-to-high pitch. In the melodic background, treble strings play the tune while the cello holds the bass notes with rhythm. There is also a passing section of wind chimes. A male voice makes a brief comment over the girl's singing. This could be used in Christmas themed social media content.",9,False,True
4sD0Bvt3FKk,280,290,"/m/04rlf,/m/07qlf79","['country/blues/rock', 'female voices singing', 'e-guitar', 'acoustic drums', 'piano', 'b ackground noises', 'e-bass', 'medium tempo']","A blues rock song is being played. Containing drums that are playing a simple groove along with a blues bassline that is supported by an e-guitar playing the same melody. So does a piano just in a higher pitch adding harmony. The female voices are singing together. Then an e-guitar starts playing a little solo-melody. There are some airy background noises that seem not to belong to the recording. This song may be playing at a local car workshop.",6,False,True
4tF0Lt9VEp8,30,40,"/m/02cz_7,/m/04rlf","['beatbox', 'overdubbing', 'no instruments', 'moderate tempo']","This song features a male voice beatboxing. At the beginning of the song, he beatboxes a simple beat. Post that, the beatboxing is done in layers where the beat is one layer, the cymbals is another layer, a bass slide is another layer and a deep voice is the fourth layer. This is all done using the human voice and no instruments. This song is at a moderate tempo. This song can be played in a club.",0,False,True
4ueN2gGsH5Y,0,10,"/m/0342h,/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y","['acoustic guitar music', 'raking guitar strings', 'slow tempo', 'string bending', 'blues feel', 'no percussion', 'no other instruments', 'no voice', 'instrumental']","This instrumental song features an acoustic guitar being played. The strings are raked followed by a bend to a higher note. This is followed by a descending run using three notes. This song has a blues feel. There are no other instruments in this song. There are no voices in this song. This song can be played in a Wild West movie.",0,False,False
4vGLTrW04UE,250,260,"/m/04rlf,/m/04szw,/m/05pd6,/m/07y_7,/m/0ggq0m,/m/0l14_3,/m/0l14j_","['classical music', 'classical concert', 'string instruments', 'violins', 'cellos', 'violas', 'recorder', 'alto-flute', 'tension building', 'exploration', 'curiousity']","This song elicits feelings of mystery, exploration and curiosity. It's a classical piece including violins, violas, cellos and a recorder or alto-flute. The end section builds tension and suspense - as if in a movie scene when a character is peaking curiously around new terrain.",3,False,False
4vWChPYkuwA,70,80,"/m/04rlf,/m/05rwpb","['male singer', 'slow tempo', 'soft', 'emphatic piano', 'cymbal crash', 'strong vocals', 'song introduction', 'hard rock', 'progressive rock', 'alternative/indie', 'progressive pop', 'pop', 'rock', 'art rock', 'queen', 'hit songs', 'freddie mercury', 'ballad', 'opera']","A male vocalist sings this Pop song. The tempo is slow with a melodic and emphatic piano accompaniment. This bit has minimal instrumentation as it is the introduction. The music is burgeoning with a cymbal crash introduced at the end of this clip. The song is slow, sad, poignant, reflective and nostalgic. This song is a hit Pop Rock.",7,False,False
4vsI0Kwn8jY,30,40,"/m/018j2,/m/04rlf,/m/04rzd","['mandolin playing', 'instrumental music', 'medium tempo', 'online music videos', 'folk music', 'youtube music video', 'soloist', 'hobbyist', 'emotional', 'country music', 'dance rhythm', 'celtic music influences', 'irish jig', 'no percussions', 'music video', 'average audio quality', 'amateur player', 'happy', 'positive', 'dance rhythm', 'cheerful', 'music demo']","The song is an instrumental. The song is a medium tempo with a mandolin player playing a cheerful melody with no other instrumentation. The song is positive and has a delightful dance rhythm. The song has an average audio quality.",1,False,True
4yJZ4VX8XQI,210,220,"/m/02v2lh,/m/04rlf","['synth song', 'shimmering sounds', 'no percussion', 'no other instruments', 'no voice', 'slow tempo', 'dreamy song', 'meditation music', 'relaxation music']","This song features synth pads playing in the background. Shimmering notes are played in this song. These notes are played three times. There are no voices in this song. There are no other instruments in this song. This instrumental song has a dreamy feel. This song can be played in a relaxation room or meditation center.",0,False,False
4ymXDU-48EE,240,250,"/m/028sqc,/m/04rlf","['female singer', 'acapella band', 'ambient sounds', 'choral band', 'mouth percussions', 'body percussions', 'crowds talk', 'cheering sounds', 'movie soundtrack', 'vocal harmony', 'medium tempo', 'groovy music', 'song cover', 'groovy music', 'bad audio quality', 'modern pop hits']","A female singer leads other backup singers in a vocal harmony. The song is medium tempo with just mouth and body percussion. The song is groovy and played with a lot of ambient crowd noises. The song is a movie soundtrack.",1,False,False
4zZiWBp0b08,30,40,"/m/03_d0,/m/04rlf","['comedy', 'male vocal', 'funny singing', 'filipino language', 'keyboard', 'bass guitar', 'electronic drums', 'goofy tune', 'amusing']","This is a comedy music piece. There is a male vocalist singing in a funny manner in the Filipino language. The keyboard is playing a goofy tune with the bass guitar playing in the background. The rhythm is being played by a simple electronic drum beat. There is an amusing atmosphere. This piece could be used in the soundtrack of a comedy movie that takes place in the Philippines.",9,False,False
5-aS_pyXesM,20,30,"/m/0164x2,/m/04rlf","['male vocalist', 'medium tempo', 'arabic song', 'violins', 'ambient', 'engaging', 'pleasant', 'mellifluous', 'world music', 'folk music', 'refreshing', 'romantic', 'melodious', 'charming', 'pleasant', 'mizwiz melody', 'arabic music', 'oud', 'quantum', 'goblet drum']","A male vocalist sings this enthralling Arabic song. The tempo is medium with mizwiz lead melody , rhythmic oud accompaniment,, goblet drum, tambourine  keyboard harmony along with more Arabian percussive instruments. The song is melodic, charming, pleasant, engaging, ambient and soulful. This song is an Arabic Pop song.",7,False,False
5-tx4Fgqetc,30,40,"/m/02bxd,/m/04rlf","['didgeridoo music', 'droning sound', 'no voices', 'instrumental', 'no melody']","This clip features a didgeridoo being played. The sound it produces is a droning sound alternating with a bass sound. There are no voices in this clip. This is an instrumental clip of only a didgeridoo. There are no other instruments in this song.",0,False,False
50QEapyTPD4,480,490,"/m/04rlf,/m/07plz5l,/t/dd00126","['cinematic', 'video game', 'scary', 'sound effects', 'dark synth', 'reverb vocal sample', 'no vocals', 'danger', 'darl']","The track is a video game soundtrack. A scary sounding synth sustains a dissonant chord that indicates danger. What seems to be an infant is sampled, the sound has reverb and distortion. There's a tension atmosphere.The overall vibe of the track is dark.",5,False,True
50fuQm8B2Yg,110,120,"/m/03_d0","['jazz song', 'saxophone', 'piano', 'percussion', 'double bass', 'no voice', 'instrumental', 'upbeat', 'moderate tempo', 'outro']","This jazz song features a saxophone playing the main melody. This is accompanied by percussion playing a jazz beat. A piano plays jazz chords. The double bass plays the root notes with flourishes and fills. This song is the outro of a song and abruptly pauses. The mood of this song is happy. There are no voices in this song. This is an instrumental song. This song can be played in a luxury bar.",0,False,False
52GYcHTcCgs,30,40,"/m/02x8m,/m/04rlf,/m/0gywn","['pop/rock', 'e-bass', 'acoustic guitar', 'male mid range voice singing/talking', 'medium tempo']","The male voice is singing/talking over an electric bass playing a harmonic bassline while the acoustic drums is playing a light groove almost just on the lightly open hi hat and some kick hits. This song may be playing at a musician's bar.",6,False,True
52odOK7G2kg,120,130,"/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y","['distortion guitar', 'heavy metal', 'male voice', 'instructional audio', 'octaves', 'no other instruments', 'no percussion', 'no vocal melody', 'moderate tempo']","This song features a distortion guitar. This is an instructional video. The song features an open note followed by the octave. Then a descending pattern is played on the distortion guitar. The voice gives instructions on how to play the pattern. There is no percussion in this song. There are no other instruments in this song. There is no vocal melody in this song.",0,False,False
